Severity,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Start_Year,Start_Month,Start_Day,Start_Hour,Start_Minute,Start_Second,End_Year,End_Month,End_Day,End_Hour,End_Minute,End_Second
2,37.722115,-121.538467,,,0.0,I-580 E,Tracy,San Joaquin,CA,95377,US,US/Pacific,KLVK,2016-06-27 22:53:00,73.9,23.36869565217391,43.0,29.93,10.0,NW,3.5,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,27,22,31,36,2016,6,27,23,31,36
2,38.562206,-121.487221,,,0.0,Capital City Fwy W,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-06-27 23:53:00,75.9,23.36869565217391,45.0,29.88,10.0,SSW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,27,23,38,31,2016,6,28,0,23,31
2,37.344486,-121.845154,,,0.0,I-680 S,San Jose,Santa Clara,CA,95116,US,US/Pacific,KRHV,2016-06-27 21:50:00,73.4,23.36869565217391,50.0,29.97,10.0,WNW,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,27,23,50,33,2016,6,28,0,20,33
2,38.538475,-121.512871,,,0.0,I-5 N,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,2016-06-27 23:53:00,75.9,23.36869565217391,45.0,29.88,10.0,SSW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,27,23,59,8,2016,6,28,0,44,8
1,36.877983,-121.412491,,,0.0,Briggs Rd,Hollister,San Benito,CA,95023,US,US/Pacific,KCVH,2016-06-28 00:10:00,64.4,23.36869565217391,64.0,29.97,10.0,South,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,0,11,4,2016,6,28,0,41,4
2,37.741734,-121.574196,,,0.0,I-580 E,Tracy,Alameda,CA,95377,US,US/Pacific,KLVK,2016-06-28 00:53:00,72.0,23.36869565217391,43.0,29.93,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,0,18,28,2016,6,28,0,48,28
1,37.298912,-121.875015,,,0.0,Guadalupe Fwy S,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,2016-06-28 00:53:00,64.9,23.36869565217391,75.0,29.96,10.0,WNW,3.5,0.021145833333333332,Clear,True,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,0,23,45,2016,6,28,1,23,45
1,37.330093,-122.052582,,,0.0,Mary Ave,Cupertino,Santa Clara,CA,95014-1350,US,US/Pacific,KNUQ,2016-06-28 00:56:00,64.0,23.36869565217391,75.0,29.98,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,0,42,5,2016,6,28,1,12,5
1,37.705116,-121.90906499999998,,,0.0,Dublin Blvd,Dublin,Alameda,CA,94568-7657,US,US/Pacific,KLVK,2016-06-28 00:53:00,72.0,23.36869565217391,43.0,29.93,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,0,45,7,2016,6,28,1,15,7
1,38.397633,-122.359055,,,0.0,California Dr,Yountville,Napa,CA,94599,US,US/Pacific,KAPC,2016-06-28 01:54:00,62.1,23.36869565217391,84.0,29.92,10.0,SSE,4.6,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,2,11,1,2016,6,28,3,11,1
1,37.892372,-122.075645,,,0.0,Flora Ave,Walnut Creek,Contra Costa,CA,94595-1265,US,US/Pacific,KCCR,2016-06-28 02:53:00,66.0,23.36869565217391,65.0,29.89,10.0,North,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,2,29,33,2016,6,28,3,29,33
1,37.250729,-121.910713,,,0.0,Norman Y Mineta Hwy,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,2016-06-28 06:47:00,62.6,23.36869565217391,77.0,30.0,10.0,WNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,2,10,22,2016,6,28,3,10,22
2,37.915211,-122.065819,,,0.0,I-680 N,Walnut Creek,Contra Costa,CA,94596,US,US/Pacific,KCCR,2016-06-28 02:53:00,66.0,23.36869565217391,65.0,29.89,10.0,North,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,2,32,38,2016,6,28,3,32,38
2,37.740906,-122.196472,,,0.0,I-880 N,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2016-06-28 02:53:00,57.9,23.36869565217391,81.0,29.96,10.0,WNW,6.9,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016,6,28,3,22,37,2016,6,28,4,22,37
2,37.74242,-121.531723,,,0.0,Mountain House Pkwy,Tracy,San Joaquin,CA,95377,US,US/Pacific,KLVK,2016-06-28 07:53:00,70.0,23.36869565217391,49.0,29.96,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,7,27,49,2016,6,28,8,12,49
1,38.63549,-121.345993,,,0.0,Baylor Way,Carmichael,Sacramento,CA,95608,US,US/Pacific,KMCC,2016-06-28 07:55:00,78.8,23.36869565217391,36.0,29.94,9.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,7,47,30,2016,6,28,8,17,30
1,37.788067,-122.440445,,,0.0,California St,San Francisco,San Francisco,CA,94115-2515,US,US/Pacific,KSFO,2016-06-28 08:56:00,55.0,23.36869565217391,80.0,30.02,10.0,WNW,17.3,0.021145833333333332,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2016,6,28,8,53,24,2016,6,28,9,23,24
2,37.85553,-121.282257,,,0.0,I-5 S,French Camp,San Joaquin,CA,95231,US,US/Pacific,KSCK,2016-06-28 08:55:00,82.9,23.36869565217391,32.0,29.94,10.0,NNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,8,37,26,2016,6,28,9,20,0
1,38.724319,-120.790604,,,0.0,Rowland St,Placerville,El Dorado,CA,95667,US,US/Pacific,KPVF,2016-06-28 08:55:00,86.0,23.36869565217391,18.0,30.09,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,8,57,34,2016,6,28,9,27,34
1,38.524895,-121.467789,,,0.0,Fruitridge Rd,Sacramento,Sacramento,CA,95824,US,US/Pacific,KSAC,2016-06-28 09:53:00,82.0,23.36869565217391,39.0,29.94,10.0,SSW,4.6,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,9,30,20,2016,6,28,10,0,20
1,39.001045,-121.047676,,,0.0,Meadow Vista Rd,Meadow Vista,Placer,CA,95722-9310,US,US/Pacific,KAUN,2016-06-28 09:55:00,89.6,23.36869565217391,29.0,30.02,10.0,SSW,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,9,47,12,2016,6,28,10,17,12
2,37.316757,-121.918221,,,0.0,Sinclair Fwy N,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-28 09:53:00,70.0,23.36869565217391,63.0,30.0,10.0,Variable,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,9,58,54,2016,6,28,10,28,54
1,38.690369,-121.387489,,,0.0,Elkhorn Blvd,North Highlands,Sacramento,CA,95660-3118,US,US/Pacific,KMCC,2016-06-28 10:15:00,89.6,23.36869565217391,24.0,29.94,9.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,10,12,50,2016,6,28,10,42,50
1,37.8713,-120.999146,,,0.0,Escalon Bellota Rd,Escalon,San Joaquin,CA,95320,US,US/Pacific,KMOD,2016-06-28 09:53:00,89.1,23.36869565217391,25.0,29.93,10.0,NNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,10,14,43,2016,6,28,10,44,43
2,38.661053,-121.359779,,,0.0,I-80 E,Sacramento,Sacramento,CA,95841,US,US/Pacific,KMCC,2016-06-28 10:15:00,89.6,23.36869565217391,24.0,29.94,9.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,10,22,33,2016,6,28,10,52,33
1,38.55938,-121.468048,,,0.0,US-50 E,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-28 10:53:00,87.1,23.36869565217391,35.0,29.94,10.0,Variable,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,10,55,21,2016,6,28,11,40,55
1,38.704155,-121.382774,,,0.0,Watt Ave,North Highlands,Sacramento,CA,95660-2609,US,US/Pacific,KMCC,2016-06-28 10:55:00,93.2,23.36869565217391,24.0,29.94,9.0,NW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,11,1,56,2016,6,28,11,31,56
2,37.809731,-121.992332,,,0.0,I-680 S,Danville,Contra Costa,CA,94526,US,US/Pacific,KCCR,2016-06-28 10:53:00,82.0,23.36869565217391,33.0,29.92,10.0,NNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,11,16,9,2016,6,28,11,46,9
2,38.540779,-121.510918,,,0.0,I-5 S,Sacramento,Sacramento,CA,95818,US,US/Pacific,KSAC,2016-06-28 11:53:00,91.9,23.36869565217391,27.0,29.93,10.0,North,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016,6,28,11,28,35,2016,6,28,11,58,35
1,38.692959,-121.351631,,,0.0,Don Julio Blvd,Sacramento,Sacramento,CA,95842,US,US/Pacific,KMCC,2016-06-28 11:15:00,93.2,23.36869565217391,24.0,29.94,9.0,SW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,11,19,36,2016,6,28,11,49,36
1,37.769375,-122.405533,,,0.0,San Bruno Ave,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2016-06-28 11:56:00,62.1,23.36869565217391,62.0,30.01,10.0,WNW,17.3,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,11,34,47,2016,6,28,12,4,47
1,38.550488,-121.427864,,,0.0,US-50 E,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-28 11:53:00,91.9,23.36869565217391,27.0,29.93,10.0,North,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,11,40,29,2016,6,28,12,10,29
1,38.56583,-121.33638,,,0.0,US-50 E,Sacramento,Sacramento,CA,95827,US,US/Pacific,KMHR,2016-06-28 10:55:00,91.4,23.36869565217391,24.0,29.93,10.0,NNW,3.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,11,41,33,2016,6,28,12,11,33
2,38.707462,-121.309219,,,0.0,I-80 E,Citrus Heights,Sacramento,CA,95621,US,US/Pacific,KMCC,2016-06-28 11:55:00,95.0,23.36869565217391,23.0,29.94,9.0,SW,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,2,44,2016,6,28,12,32,44
1,39.203232,-121.169571,,,0.0,Penn Valley Dr,Penn Valley,Nevada,CA,95946,US,US/Pacific,KGOO,2016-06-28 12:00:00,89.6,23.36869565217391,20.0,30.13,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,12,6,18,2016,6,28,12,36,18
1,38.481644,-121.334816,,,0.0,Gerber Rd,Sacramento,Sacramento,CA,95829-9422,US,US/Pacific,KMHR,2016-06-28 12:46:00,96.8,23.36869565217391,22.0,29.92,10.0,SSW,3.5,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,12,40,37,2016,6,28,13,10,37
1,38.558128,-121.47396100000002,,,0.0,I-80 Bus E,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-06-28 12:53:00,97.0,23.36869565217391,23.0,29.92,10.0,Variable,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,43,10,2016,6,28,13,13,10
1,37.572903,-122.316368,,,0.0,Bayshore Fwy S,San Mateo,San Mateo,CA,94401,US,US/Pacific,KSFO,2016-06-28 12:56:00,63.0,23.36869565217391,63.0,30.0,10.0,WNW,17.3,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,58,48,2016,6,28,13,28,48
2,37.881908,-122.308258,,,0.0,Eastshore Fwy W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-06-28 12:53:00,70.0,23.36869565217391,51.0,30.0,10.0,WNW,13.8,0.021145833333333332,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,59,19,2016,6,28,13,29,19
2,37.834717,-122.294701,,,0.0,I-580 W,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2016-06-28 12:53:00,70.0,23.36869565217391,51.0,30.0,10.0,WNW,13.8,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,58,21,2016,6,28,13,28,21
2,37.33662800000001,-121.933609,,,0.0,I-880 S,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-28 12:53:00,81.0,23.36869565217391,38.0,29.98,10.0,NW,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,56,47,2016,6,28,13,26,47
2,37.342602,-121.926056,,,0.0,I-880 S,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,2016-06-28 12:53:00,81.0,23.36869565217391,38.0,29.98,10.0,NW,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,12,57,50,2016,6,28,13,27,50
1,38.662491,-120.92933700000002,,,0.0,Creekside Dr,Shingle Springs,El Dorado,CA,95682-9759,US,US/Pacific,KPVF,2016-06-28 12:55:00,95.0,23.36869565217391,19.0,30.1,10.0,West,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,2,18,2016,6,28,13,32,18
1,38.021137,-122.539078,,,0.0,US-101 N,San Rafael,Marin,CA,94903,US,US/Pacific,KDVO,2016-06-28 13:15:00,82.4,23.36869565217391,42.0,29.97,9.46561113352158,ESE,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,17,16,2016,6,28,14,2,16
2,37.8009,-122.228767,,,0.0,Beaumont Ave,Oakland,Alameda,CA,94602,US,US/Pacific,KOAK,2016-06-28 12:53:00,70.0,23.36869565217391,51.0,30.0,10.0,WNW,13.8,0.021145833333333332,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,19,29,2016,6,28,14,4,29
2,37.546719,-122.022758,,,0.0,Thornton Ave,Fremont,Alameda,CA,94536,US,US/Pacific,KPAO,2016-06-28 13:47:00,73.4,23.36869565217391,57.0,29.98,10.0,NNW,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,21,50,2016,6,28,14,7,0
2,38.354504,-121.978577,,,0.0,Elmira Rd,Vacaville,Solano,CA,95687,US,US/Pacific,KVCB,2016-06-28 12:53:00,98.1,23.36869565217391,22.0,29.93,10.0,Variable,6.9,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,21,0,2016,6,28,14,6,0
1,38.022778,-121.965698,,,0.0,Willow Pass Rd,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,2016-06-28 12:53:00,91.0,23.36869565217391,23.0,29.91,10.0,WNW,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,20,12,2016,6,28,14,5,12
1,38.003662,-121.837479,,,0.0,Somersville Rd,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,2016-06-28 12:53:00,91.0,23.36869565217391,23.0,29.91,10.0,WNW,12.7,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,18,25,2016,6,28,14,3,25
2,37.85553,-121.282257,,,0.0,I-5 S,French Camp,San Joaquin,CA,95231,US,US/Pacific,KSCK,2016-06-28 12:55:00,97.0,23.36869565217391,24.0,29.92,10.0,NW,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,13,52,2016,6,28,13,43,52
1,38.134041,-121.23851,,,0.0,E Pine St,Lodi,San Joaquin,CA,95240-0879,US,US/Pacific,KSCK,2016-06-28 12:55:00,97.0,23.36869565217391,24.0,29.92,10.0,NW,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,23,22,2016,6,28,13,53,22
1,37.79834,-122.140739,,,0.0,Redwood Rd,Castro Valley,Alameda,CA,94546,US,US/Pacific,KHWD,2016-06-28 12:54:00,73.9,23.36869565217391,43.0,30.02,10.0,WNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,24,23,2016,6,28,14,9,23
1,37.22657,-121.975113,,,0.0,CA-17 S,Los Gatos,Santa Clara,CA,95032,US,US/Pacific,KSJC,2016-06-28 13:53:00,84.0,23.36869565217391,37.0,29.96,10.0,NW,10.4,0.021145833333333332,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,25,49,2016,6,28,14,10,49
1,37.250729,-121.910713,,,0.0,Norman Y Mineta Hwy,San Jose,Santa Clara,CA,95118,US,US/Pacific,KRHV,2016-06-28 13:50:00,89.6,23.36869565217391,29.0,29.98,10.0,WNW,11.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,25,1,2016,6,28,14,10,1
1,38.016792,-121.889641,,,0.0,Railroad Ave,Pittsburg,Contra Costa,CA,94565,US,US/Pacific,KCCR,2016-06-28 13:53:00,93.9,23.36869565217391,21.0,29.89,10.0,NW,15.0,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,29,19,2016,6,28,14,14,19
2,38.67136,-121.591324,,,0.0,I-5 N,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,2016-06-28 13:53:00,98.1,23.36869565217391,22.0,29.89,10.0,West,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,25,36,2016,6,28,13,55,36
1,38.690369,-121.387489,,,0.0,Elkhorn Blvd,North Highlands,Sacramento,CA,95660-3118,US,US/Pacific,KMCC,2016-06-28 13:35:00,98.1,23.36869565217391,18.0,29.92,9.0,West,6.9,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,33,46,2016,6,28,14,3,46
1,38.335983,-121.159859,,,0.0,Twin Cities Rd,Herald,Sacramento,CA,95638-9775,US,US/Pacific,KMHR,2016-06-28 13:46:00,98.1,23.36869565217391,20.0,29.9,10.0,West,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,42,40,2016,6,28,14,12,40
2,37.33442700000001,-121.936485,,,0.0,N Bascom Ave,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-28 13:53:00,84.0,23.36869565217391,37.0,29.96,10.0,NW,10.4,0.021145833333333332,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,43,22,2016,6,28,14,28,22
2,37.495384,-121.923294,,,0.0,I-680 S,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,2016-06-28 13:56:00,78.1,23.36869565217391,46.0,29.99,10.0,North,12.7,0.021145833333333332,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,13,46,41,2016,6,28,14,31,41
1,37.696285,-121.09565,,,0.0,Toomes Rd,Modesto,Stanislaus,CA,95358-8947,US,US/Pacific,KMOD,2016-06-28 13:53:00,98.1,23.36869565217391,18.0,29.89,10.0,NNW,9.2,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,14,12,25,2016,6,28,14,42,25
1,37.386871,-121.996025,,,0.0,E Duane Ave,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,2016-06-28 13:56:00,78.1,23.36869565217391,46.0,29.99,10.0,North,12.7,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,14,18,44,2016,6,28,15,3,44
1,38.44574,-122.724037,,,0.0,Redwood Hwy S,Santa Rosa,Sonoma,CA,95401,US,US/Pacific,KSTS,2016-06-28 14:53:00,90.0,23.36869565217391,29.0,29.9,10.0,SSE,11.5,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,14,32,25,2016,6,28,15,17,25
1,37.317539,-121.931747,,,0.0,Parkmoor Ave,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,2016-06-28 14:53:00,82.9,23.36869565217391,38.0,29.95,10.0,WNW,10.4,0.021145833333333332,Partly Cloudy,False,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,14,37,25,2016,6,28,15,22,25
1,36.757366,-121.746719,,,0.0,Merritt St,Castroville,Monterey,CA,95012,US,US/Pacific,KSNS,2016-06-28 14:53:00,66.0,23.36869565217391,59.0,30.0,10.0,West,16.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,14,33,28,2016,6,28,15,18,28
1,39.229321,-121.042946,,,0.0,Golden Center Fwy N,Grass Valley,Nevada,CA,95945,US,US/Pacific,KGOO,2016-06-28 14:25:00,91.4,23.36869565217391,16.0,30.12,10.0,Calm,9.396476547016075,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,14,27,40,2016,6,28,14,57,40
1,38.740063,-120.696815,,,0.0,Highway 50,Camino,El Dorado,CA,95709,US,US/Pacific,KPVF,2016-06-28 14:35:00,93.2,23.36869565217391,15.0,30.08,10.0,SSW,4.6,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,14,34,26,2016,6,28,15,4,26
1,38.150757,-122.449348,,,0.0,Sears Point Rd,Sonoma,Sonoma,CA,95476,US,US/Pacific,KO69,2016-06-28 14:55:00,78.8,23.36869565217391,42.0,29.98,9.0,WNW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,14,55,1,2016,6,28,15,40,1
1,37.723492,-121.769951,,,0.0,N Livermore Ave,Livermore,Alameda,CA,94551-9789,US,US/Pacific,KLVK,2016-06-28 14:53:00,96.1,23.36869565217391,21.0,29.91,10.0,WNW,13.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,14,45,20,2016,6,28,15,30,20
2,37.872307,-121.277542,,,0.0,I-5 N,French Camp,San Joaquin,CA,95231,US,US/Pacific,KSCK,2016-06-28 14:55:00,98.1,23.36869565217391,19.0,29.88,10.0,WNW,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,15,10,51,2016,6,28,16,10,51
1,38.64732,-121.577148,,,0.0,Old River Rd,West Sacramento,Yolo,CA,95691-8014,US,US/Pacific,KSAC,2016-06-28 15:53:00,98.1,23.36869565217391,17.0,29.86,10.0,SW,8.1,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,15,30,31,2016,6,28,16,30,31
1,37.782207,-121.530815,,,0.0,W Byron Rd,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2016-06-28 15:55:00,98.1,23.36869565217391,17.0,29.86,10.0,NW,10.4,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,15,49,35,2016,6,28,16,49,35
1,38.500584,-121.431229,,,0.0,65th St,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,2016-06-28 15:53:00,98.1,23.36869565217391,17.0,29.86,10.0,SW,8.1,0.021145833333333332,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016,6,28,15,47,11,2016,6,28,16,47,11
1,38.784153,-121.279549,,,0.0,CA-65 S,Roseville,Placer,CA,95678,US,US/Pacific,KMCC,2016-06-28 15:35:00,98.1,23.36869565217391,14.0,29.88,8.0,SSW,5.8,0.021145833333333332,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016,6,28,15,43,48,2016,6,28,16,43,48
